Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue,Year,Month,Month_Name,Quarter,Day,Weekday,Weekend_Flag,Revenue_Category,Churn_Status,Inventory_Risk,Order_Size,Recency,Frequency,Monetary,Cluster,Segment,Churn,Churn_Prediction
497374,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-02-09 10:49:00,2.95,12645.0,Germany,17.700000000000003,2010,2,February,1,9,Tuesday,False,Low,Active,Low Risk,Small,34,8,3539.3,1,Regular,0,0
526930,21136,PAINTED METAL PEARS ASSORTED,176,2010-10-14 09:31:00,1.45,17409.0,United Kingdom,255.2,2010,10,October,4,14,Thursday,False,High,At Risk,Low Risk,Medium,185,10,7793.51,1,Regular,1,1
578934,21175,GIN AND TONIC DIET METAL SIGN,2,2011-11-27 12:47:00,2.55,14577.0,United Kingdom,5.1,2011,11,November,4,27,Sunday,True,Low,Active,High Risk,Small,13,7,1374.25,1,Regular,0,0
575757,20723,STRAWBERRY CHARLOTTE BAG,2,2011-11-11 10:49:00,0.85,17295.0,United Kingdom,1.7,2011,11,November,4,11,Friday,False,Low,Active,High Risk,Small,29,3,556.95,1,Regular,0,0
572331,23109,PACK OF SIX LED TEA LIGHTS,6,2011-10-24 10:18:00,2.89,16491.0,United Kingdom,17.34,2011,10,October,4,24,Monday,False,Low,Active,Low Risk,Small,47,2,1533.16,1,Regular,0,0
537802,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2010-12-08 13:11:00,5.95,13455.0,United Kingdom,23.8,2010,12,December,4,8,Wednesday,False,Low,Active,High Risk,Small,25,6,2905.93,1,Regular,0,0
566434,21890,S/6 WOODEN SKITTLES IN COTTON BAG,15,2011-09-12 15:01:00,3.25,17090.0,United Kingdom,48.75,2011,9,September,3,12,Monday,False,Low,Active,Low Risk,Small,4,13,3149.48,1,Regular,0,0
571034,23021,GLASS BONNE JAM JAR,4,2011-10-13 12:47:00,4.15,12359.0,Cyprus,16.6,2011,10,October,4,13,Thursday,False,Low,Active,High Risk,Small,58,10,8935.94,1,Regular,0,0
573556,22865,HAND WARMER OWL DESIGN,36,2011-10-31 13:51:00,2.1,17675.0,United Kingdom,75.60000000000001,2011,10,October,4,31,Monday,False,Medium,Active,Low Risk,Small,1,70,38259.6,2,Loyal,0,0
500338,21841,BABY MOUSE RED GINGHAM DRESS,1,2010-03-07 14:05:00,4.25,13276.0,United Kingdom,4.25,2010,3,March,1,7,Sunday,True,Low,Active,High Risk,Small,64,5,1939.26,1,Regular,0,0
526183,21931,JUMBO STORAGE BAG SUKI,10,2010-10-10 11:53:00,1.95,14127.0,United Kingdom,19.5,2010,10,October,4,10,Sunday,True,Low,At Risk,Low Risk,Small,123,6,1900.08,1,Regular,1,1
563688,22613,PACK OF 20 SPACEBOY NAPKINS,12,2011-08-18 12:41:00,0.85,16767.0,United Kingdom,10.2,2011,8,August,3,18,Thursday,False,Low,Active,Low Risk,Small,31,15,8073.8,1,Regular,0,0
544673,22740,POLKADOT PEN,48,2011-02-22 15:46:00,0.85,13421.0,United Kingdom,40.8,2011,2,February,1,22,Tuesday,False,Low,Active,Low Risk,Small,40,8,4103.12,1,Regular,0,0
526208,22940,FELTCRAFT CHRISTMAS FAIRY,1,2010-10-10 13:38:00,4.25,15418.0,United Kingdom,4.25,2010,10,October,4,10,Sunday,True,Low,At Risk,High Risk,Small,425,2,452.32,0,VIP,1,1
539957,22949,36 DOILIES DOLLY GIRL,12,2010-12-23 12:58:00,1.45,12585.0,Germany,17.4,2010,12,December,4,23,Thursday,False,Low,At Risk,Low Risk,Small,234,2,2040.1,1,Regular,1,1
493444,21121,SET/10 RED SPOTTY PARTY CANDLES,2,2010-01-04 13:47:00,1.25,16792.0,United Kingdom,2.5,2010,1,January,1,4,Monday,False,Low,At Risk,High Risk,Small,282,5,623.46,0,VIP,1,1
524556,84949,SILVER HANGING T-LIGHT HOLDER,10,2010-09-29 14:27:00,1.65,16658.0,United Kingdom,16.5,2010,9,September,3,29,Wednesday,False,Low,At Risk,Low Risk,Small,368,6,814.07,0,VIP,1,1
563748,23329,DECORATIVE WICKER HEART LARGE,12,2011-08-19 10:06:00,1.65,16170.0,United Kingdom,19.8,2011,8,August,3,19,Friday,False,Low,Active,Low Risk,Small,51,20,6869.0,1,Regular,0,0
529850,21986,PACK OF 12 PINK POLKADOT TISSUES,2,2010-10-31 13:35:00,0.29,16788.0,United Kingdom,0.58,2010,10,October,4,31,Sunday,True,Low,At Risk,High Risk,Small,123,5,1950.3,1,Regular,1,1
534645,20975,12 PENCILS SMALL TUBE RED RETROSPOT,2,2010-11-23 13:07:00,0.65,15719.0,United Kingdom,1.3,2010,11,November,4,23,Tuesday,False,Low,Active,High Risk,Small,33,31,10223.06,1,Regular,0,0
495504,20832,RED FLOCK LOVE HEART PHOTO FRAME,7,2010-01-25 13:14:00,0.85,16795.0,United Kingdom,5.95,2010,1,January,1,25,Monday,False,Low,At Risk,Low Risk,Small,365,3,2492.39,0,VIP,1,1
564727,35004B,SET OF 3 BLACK FLYING DUCKS,2,2011-08-28 12:31:00,5.45,16686.0,United Kingdom,10.9,2011,8,August,3,28,Sunday,True,Low,Active,High Risk,Small,47,16,5070.92,1,Regular,0,0
502784,21841,BABY MOUSE RED GINGHAM DRESS,3,2010-03-26 14:51:00,4.25,15249.0,United Kingdom,12.75,2010,3,March,1,26,Friday,False,Low,Active,High Risk,Small,32,18,9266.0,1,Regular,0,0
565932,21742,LARGE ROUND WICKER PLATTER ,1,2011-09-08 10:35:00,5.95,16418.0,United Kingdom,5.95,2011,9,September,3,8,Thursday,False,Low,Active,High Risk,Small,45,5,1101.94,1,Regular,0,0
526719,22112,CHOCOLATE HOT WATER BOTTLE,3,2010-10-12 17:06:00,4.95,17686.0,United Kingdom,14.85,2010,10,October,4,12,Tuesday,False,Low,Active,High Risk,Small,7,9,8296.81,1,Regular,0,0
551879,85066,CREAM SWEETHEART MINI CHEST,6,2011-05-05 08:33:00,12.75,13831.0,United Kingdom,76.5,2011,5,May,2,5,Thursday,False,Medium,Active,Low Risk,Small,16,18,7023.58,1,Regular,0,0
576062,22080,RIBBON REEL POLKADOTS ,5,2011-11-13 15:30:00,1.65,12867.0,United Kingdom,8.25,2011,11,November,4,13,Sunday,True,Low,Active,Low Risk,Small,26,13,7913.29,1,Regular,0,0
529709,21016,LIGHT BIRD HOUSE TREE DECORATION,48,2010-10-29 13:03:00,0.42,15513.0,United Kingdom,20.16,2010,10,October,4,29,Friday,False,Low,Active,Low Risk,Small,33,35,27750.55,1,Regular,0,0
580956,23270,SET OF 2 CERAMIC PAINTED HEARTS ,3,2011-12-06 14:23:00,1.45,17841.0,United Kingdom,4.35,2011,12,December,4,6,Tuesday,False,Low,Active,High Risk,Small,2,211,70884.07,2,Loyal,0,0
534506,84879,ASSORTED COLOUR BIRD ORNAMENT,36,2010-11-23 11:41:00,1.69,12849.0,United Kingdom,60.84,2010,11,November,4,23,Tuesday,False,Medium,Active,Low Risk,Small,31,6,3090.56,1,Regular,0,0
560398,21844,RED RETROSPOT MUG,72,2011-07-18 14:10:00,2.55,12731.0,France,183.6,2011,7,July,3,18,Monday,False,Medium,Active,Low Risk,Medium,24,17,25775.71,1,Regular,0,0
512286,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2010-06-14 14:27:00,1.25,15967.0,United Kingdom,7.5,2010,6,June,2,14,Monday,False,Low,Active,Low Risk,Small,23,12,3041.6,1,Regular,0,0
529934,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-10-31 14:25:00,4.95,14415.0,United Kingdom,4.95,2010,10,October,4,31,Sunday,True,Low,Active,High Risk,Small,1,23,12091.6,1,Regular,0,0
530568,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2010-11-03 14:02:00,9.95,13554.0,United Kingdom,9.95,2010,11,November,4,3,Wednesday,False,Low,At Risk,High Risk,Small,380,7,1638.28,0,VIP,1,1
558749,23014,GLASS APOTHECARY BOTTLE ELIXIR,2,2011-07-03 10:28:00,3.95,16326.0,United Kingdom,7.9,2011,7,July,3,3,Sunday,True,Low,Active,High Risk,Small,6,24,4826.99,1,Regular,0,0
546230,21481,FAWN BLUE HOT WATER BOTTLE,6,2011-03-10 12:26:00,2.95,13871.0,United Kingdom,17.700000000000003,2011,3,March,1,10,Thursday,False,Low,Active,Low Risk,Small,23,17,7885.85,1,Regular,0,0
511896,20716,PARTY FOOD SHOPPER BAG,4,2010-06-11 11:04:00,1.25,16161.0,United Kingdom,5.0,2010,6,June,2,11,Friday,False,Low,Active,High Risk,Small,2,43,12831.8,1,Regular,0,0
495994,37494A,FAIRY CAKE CERAMIC BUTTER DISH,4,2010-01-28 11:36:00,2.95,15563.0,United Kingdom,11.8,2010,1,January,1,28,Thursday,False,Low,Active,High Risk,Small,22,7,2867.0,1,Regular,0,0
556914,15044D,RED PAPER PARASOL,9,2011-06-15 13:34:00,2.95,12877.0,United Kingdom,26.55,2011,6,June,2,15,Wednesday,False,Low,Active,Low Risk,Small,4,20,2955.17,1,Regular,0,0
553035,22616,PACK OF 12 LONDON TISSUES ,4,2011-05-12 20:13:00,0.29,17337.0,United Kingdom,1.16,2011,5,May,2,12,Thursday,False,Low,At Risk,High Risk,Small,151,4,2027.87,1,Regular,1,1
521698,22589,CARDHOLDER GINGHAM STAR,6,2010-09-08 10:27:00,2.55,13076.0,United Kingdom,15.3,2010,9,September,3,8,Wednesday,False,Low,At Risk,Low Risk,Small,458,1,135.4,0,VIP,1,1
498704,21174,POTTERING IN THE SHED METAL SIGN,1,2010-02-22 12:44:00,1.95,17841.0,United Kingdom,1.95,2010,2,February,1,22,Monday,False,Low,Active,High Risk,Small,2,211,70884.07,2,Loyal,0,0
490474,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,12,2009-12-06 12:34:00,1.69,13373.0,United Kingdom,20.28,2009,12,December,4,6,Sunday,True,Low,Active,Low Risk,Small,61,6,7587.19,1,Regular,0,0
498721,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2010-02-22 14:34:00,1.95,13178.0,United Kingdom,19.5,2010,2,February,1,22,Monday,False,Low,Active,Low Risk,Small,26,21,14059.19,1,Regular,0,0
522281,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2010-09-13 12:56:00,2.95,16374.0,United Kingdom,2.95,2010,9,September,3,13,Monday,False,Low,Active,High Risk,Small,66,5,1771.45,1,Regular,0,0
530371,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-11-02 16:18:00,1.25,15727.0,United Kingdom,5.0,2010,11,November,4,2,Tuesday,False,Low,Active,High Risk,Small,17,15,9445.51,1,Regular,0,0
527021,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-10-14 11:52:00,0.55,14680.0,United Kingdom,13.2,2010,10,October,4,14,Thursday,False,Low,Active,Low Risk,Small,25,58,57412.77,2,Loyal,0,0
521786,21172,PARTY METAL SIGN ,12,2010-09-08 12:47:00,1.45,15793.0,United Kingdom,17.4,2010,9,September,3,8,Wednesday,False,Low,Active,Low Risk,Small,15,8,2399.57,1,Regular,0,0
501891,21323,HANGING MEDINA LANTERN LARGE,5,2010-03-21 14:49:00,4.25,17969.0,United Kingdom,21.25,2010,3,March,1,21,Sunday,True,Low,At Risk,Low Risk,Small,166,20,2369.94,1,Regular,1,1
516485,21154,RED SPOTTY OVEN GLOVE ,10,2010-07-21 09:46:00,1.25,12720.0,Germany,12.5,2010,7,July,3,21,Wednesday,False,Low,Active,Low Risk,Small,3,30,8260.67,1,Regular,0,0
504576,48194,DOOR MAT HEARTS,10,2010-04-14 15:17:00,6.35,15144.0,United Kingdom,63.5,2010,4,April,2,14,Wednesday,False,Medium,Active,Low Risk,Small,8,29,12160.31,1,Regular,0,0
554126,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-05-23 09:14:00,1.65,12431.0,Australia,19.8,2011,5,May,2,23,Monday,False,Low,Active,Low Risk,Small,36,27,10857.97,1,Regular,0,0
545295,21242,RED RETROSPOT PLATE ,40,2011-03-01 12:09:00,1.69,12709.0,Germany,67.6,2011,3,March,1,1,Tuesday,False,Medium,Active,Low Risk,Small,15,34,31093.34,1,Regular,0,0
543535,90122C,TURQUOISE CRYSTAL+GLASS BRACELET,1,2011-02-09 13:37:00,4.95,17537.0,United Kingdom,4.95,2011,2,February,1,9,Wednesday,False,Low,Active,High Risk,Small,30,2,897.62,1,Regular,0,0
519517,84993A,75 GREEN PETIT FOUR CASES,24,2010-08-18 09:45:00,0.42,14944.0,United Kingdom,10.08,2010,8,August,3,18,Wednesday,False,Low,Active,Low Risk,Small,30,19,9784.67,1,Regular,0,0
521984,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,36,2010-09-10 10:26:00,0.85,14708.0,United Kingdom,30.6,2010,9,September,3,10,Friday,False,Low,Active,Low Risk,Small,3,5,2212.28,1,Regular,0,0
563030,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-11 14:36:00,1.69,14834.0,United Kingdom,27.04,2011,8,August,3,11,Thursday,False,Low,Active,Low Risk,Small,18,7,2206.16,1,Regular,0,0
552624,23055,IVORY CHANDELIER T-LIGHT HOLDER,2,2011-05-10 12:53:00,6.25,14505.0,United Kingdom,12.5,2011,5,May,2,10,Tuesday,False,Low,Active,High Risk,Small,17,19,12001.84,1,Regular,0,0
516773,22034,ROBIN CHRISTMAS CARD,24,2010-07-22 18:54:00,0.42,17092.0,United Kingdom,10.08,2010,7,July,3,22,Thursday,False,Low,Active,Low Risk,Small,50,11,5594.96,1,Regular,0,0
574009,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-11-02 11:49:00,3.75,15750.0,United Kingdom,7.5,2011,11,November,4,2,Wednesday,False,Low,Active,High Risk,Small,3,18,6797.191,1,Regular,0,0
514140,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-06-30 13:49:00,1.25,17748.0,United Kingdom,15.0,2010,6,June,2,30,Wednesday,False,Low,At Risk,Low Risk,Small,527,1,358.15,0,VIP,1,1
557264,22161,HEART DECORATION RUSTIC HANGING ,24,2011-06-19 11:09:00,0.19,13618.0,United Kingdom,4.5600000000000005,2011,6,June,2,19,Sunday,True,Low,At Risk,Low Risk,Small,174,1,177.34,1,Regular,1,1
574328,22332,SKULLS PARTY BAG + STICKER SET,8,2011-11-04 09:05:00,1.65,13081.0,United Kingdom,13.2,2011,11,November,4,4,Friday,False,Low,Active,Low Risk,Small,12,28,59205.15,1,Regular,0,0
542393,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-01-27 15:02:00,9.95,18125.0,United Kingdom,19.9,2011,1,January,1,27,Thursday,False,Low,Active,High Risk,Small,30,4,1142.99,1,Regular,0,0
492075,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2009-12-15 13:21:00,1.65,17596.0,United Kingdom,1.65,2009,12,December,4,15,Tuesday,False,Low,Active,High Risk,Small,23,13,4920.67,1,Regular,0,0
514719,22492,MINI PAINT SET VINTAGE ,144,2010-07-05 16:33:00,0.65,13450.0,United Kingdom,93.6,2010,7,July,3,5,Monday,False,Medium,Active,Low Risk,Small,27,13,4120.04,1,Regular,0,0
535263,22956,36 FOIL HEART CAKE CASES,1,2010-11-25 13:29:00,2.1,14710.0,United Kingdom,2.1,2010,11,November,4,25,Thursday,False,Low,Active,High Risk,Small,14,13,1922.59,1,Regular,0,0
498446,22203,MILK PAN RED RETROSPOT,8,2010-02-19 10:16:00,3.75,13093.0,United Kingdom,30.0,2010,2,February,1,19,Friday,False,Low,At Risk,Low Risk,Small,276,55,54943.65,2,Loyal,1,1
495912,21928,JUMBO BAG SCANDINAVIAN PAISLEY,2,2010-01-27 12:50:00,1.95,13590.0,United Kingdom,3.9,2010,1,January,1,27,Wednesday,False,Low,Active,High Risk,Small,11,18,6349.59,1,Regular,0,0
515423,21621,VINTAGE UNION JACK BUNTING,3,2010-07-12 13:26:00,8.5,17143.0,United Kingdom,25.5,2010,7,July,3,12,Monday,False,Low,At Risk,High Risk,Small,417,2,924.11,0,VIP,1,1
490005,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2009-12-03 11:57:00,1.25,13993.0,United Kingdom,15.0,2009,12,December,4,3,Thursday,False,Low,Active,Low Risk,Small,43,19,6775.71,1,Regular,0,0
519932,22536,MAGIC DRAWING SLATE PURDEY,2,2010-08-22 16:05:00,0.42,17231.0,United Kingdom,0.84,2010,8,August,3,22,Sunday,True,Low,Active,High Risk,Small,12,25,7197.04,1,Regular,0,0
573576,22619,SET OF 6 SOLDIER SKITTLES,4,2011-10-31 14:09:00,7.46,14096.0,United Kingdom,29.84,2011,10,October,4,31,Monday,False,Low,Active,High Risk,Small,4,17,65164.79,1,Regular,0,0
537815,20725,LUNCH BAG RED RETROSPOT,10,2010-12-08 13:49:00,1.65,17676.0,United Kingdom,16.5,2010,12,December,4,8,Wednesday,False,Low,Active,Low Risk,Small,4,10,2765.84,1,Regular,0,0
504140,20760,GARDEN PATH POCKET BOOK,3,2010-04-11 12:45:00,0.85,16814.0,United Kingdom,2.55,2010,4,April,2,11,Sunday,True,Low,Active,High Risk,Small,14,36,12499.71,1,Regular,0,0
561881,22386,JUMBO BAG PINK POLKADOT,10,2011-07-31 12:47:00,2.08,16477.0,United Kingdom,20.8,2011,7,July,3,31,Sunday,True,Low,Active,Low Risk,Small,64,11,4320.02,1,Regular,0,0
509165,21527,RETRO SPOT TRADITIONAL TEAPOT ,2,2010-05-20 14:06:00,7.95,15559.0,United Kingdom,15.9,2010,5,May,2,20,Thursday,False,Low,At Risk,High Risk,Small,568,1,1109.4,0,VIP,1,1
559034,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-07-05 14:56:00,4.15,13109.0,United Kingdom,16.6,2011,7,July,3,5,Tuesday,False,Low,Active,High Risk,Small,60,3,1134.03,1,Regular,0,0
546384,47421,ASSORTED COLOUR LIZARD SUCTION HOOK,120,2011-03-11 13:03:00,0.36,15311.0,United Kingdom,43.2,2011,3,March,1,11,Friday,False,Low,Active,Low Risk,Small,1,208,116771.16,2,Loyal,0,0
536557,21486,PINK HEART DOTS HOT WATER BOTTLE,2,2010-12-01 14:41:00,3.75,17841.0,United Kingdom,7.5,2010,12,December,4,1,Wednesday,False,Low,Active,High Risk,Small,2,211,70884.07,2,Loyal,0,0
560047,21889,WOODEN BOX OF DOMINOES,1,2011-07-14 15:01:00,1.25,17259.0,United Kingdom,1.25,2011,7,July,3,14,Thursday,False,Low,At Risk,High Risk,Small,148,6,1889.34,1,Regular,1,1
578541,21671,RED SPOT CERAMIC DRAWER KNOB,6,2011-11-24 15:01:00,1.45,14277.0,France,8.7,2011,11,November,4,24,Thursday,False,Low,Active,Low Risk,Small,15,9,17225.81,1,Regular,0,0
524944,21621,VINTAGE UNION JACK BUNTING,1,2010-10-01 12:24:00,8.5,15276.0,United Kingdom,8.5,2010,10,October,4,1,Friday,False,Low,Active,High Risk,Small,66,4,649.53,1,Regular,0,0
504904,71510,SQUARE METAL CANDLEHOLDER BASE,1,2010-04-18 15:53:00,0.85,18069.0,United Kingdom,0.85,2010,4,April,2,18,Sunday,True,Low,Active,High Risk,Small,26,11,4540.56,1,Regular,0,0
519241,84050,PINK HEART SHAPE EGG FRYING PAN,3,2010-08-15 14:01:00,1.65,14415.0,United Kingdom,4.949999999999999,2010,8,August,3,15,Sunday,True,Low,Active,High Risk,Small,1,23,12091.6,1,Regular,0,0
566737,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-09-14 14:26:00,0.85,13430.0,United Kingdom,10.2,2011,9,September,3,14,Wednesday,False,Low,Active,Low Risk,Small,19,2,679.45,1,Regular,0,0
508339,85055,FRENCH ENAMEL UTENSIL HOLDER,4,2010-05-14 12:17:00,3.75,13873.0,United Kingdom,15.0,2010,5,May,2,14,Friday,False,Low,At Risk,High Risk,Small,120,8,1038.92,1,Regular,1,1
566275,37370,RETRO COFFEE MUGS ASSORTED,1,2011-09-11 13:58:00,1.65,16549.0,United Kingdom,1.65,2011,9,September,3,11,Sunday,True,Low,Active,High Risk,Small,10,34,13182.19,1,Regular,0,0
579910,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-12-01 08:52:00,1.45,14911.0,EIRE,17.4,2011,12,December,4,1,Thursday,False,Low,Active,Low Risk,Small,1,398,295972.63,3,At Risk,0,0
494390,21746,SMALL RED SPOT  WINDMILL,20,2010-01-14 10:04:00,1.25,18041.0,United Kingdom,25.0,2010,1,January,1,14,Thursday,False,Low,Active,Low Risk,Small,12,38,8752.38,1,Regular,0,0
510543,22534,MAGIC DRAWING SLATE SPACEBOY ,3,2010-06-01 15:01:00,0.42,15858.0,United Kingdom,1.26,2010,6,June,2,1,Tuesday,False,Low,Active,High Risk,Small,16,13,3960.37,1,Regular,0,0
538361,22083,PAPER CHAIN KIT RETROSPOT,4,2010-12-10 16:36:00,2.95,17757.0,United Kingdom,11.8,2010,12,December,4,10,Friday,False,Low,Active,High Risk,Small,1,56,9422.45,1,Regular,0,0
536742,85127,SMALL SQUARE CUT GLASS CANDLESTICK,2,2010-12-02 13:14:00,4.95,16916.0,United Kingdom,9.9,2010,12,December,4,2,Thursday,False,Low,Active,High Risk,Small,24,4,1123.4,1,Regular,0,0
571239,22336,DOVE DECORATION PAINTED ZINC ,94,2011-10-14 14:54:00,0.19,12744.0,Singapore,17.86,2011,10,October,4,14,Friday,False,Low,Active,Low Risk,Small,52,11,25317.06,1,Regular,0,0
489785,21981,PACK OF 12 WOODLAND TISSUES ,2,2009-12-02 11:51:00,0.29,14653.0,United Kingdom,0.58,2009,12,December,4,2,Wednesday,False,Low,Active,High Risk,Small,1,12,3614.54,1,Regular,0,0
549680,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-04-11 13:02:00,2.1,12701.0,Germany,12.6,2011,4,April,2,11,Monday,False,Low,Active,Low Risk,Small,80,6,2446.41,1,Regular,0,0
530510,22145,CHRISTMAS CRAFT HEART STOCKING ,6,2010-11-03 12:11:00,2.1,15281.0,United Kingdom,12.6,2010,11,November,4,3,Wednesday,False,Low,Active,Low Risk,Small,59,16,8543.57,1,Regular,0,0
497217,20681,PINK SPOTTY CHILDS UMBRELLA,60,2010-02-07 14:27:00,2.75,14156.0,EIRE,165.0,2010,2,February,1,7,Sunday,True,Medium,Active,Low Risk,Medium,10,156,313946.37,3,At Risk,0,0
541711,22654,DELUXE SEWING KIT ,6,2011-01-21 11:18:00,5.95,14646.0,Netherlands,35.7,2011,1,January,1,21,Friday,False,Low,Active,Low Risk,Small,2,151,528602.52,3,At Risk,0,0
531252,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,2010-11-07 11:11:00,1.25,16206.0,United Kingdom,1.25,2010,11,November,4,7,Sunday,True,Low,Active,High Risk,Small,55,13,2602.32,1,Regular,0,0
542648,22849,BREAD BIN DINER STYLE MINT,4,2011-01-31 11:46:00,14.95,12476.0,Germany,59.8,2011,1,January,1,31,Monday,False,Medium,Active,High Risk,Small,16,23,14115.41,1,Regular,0,0
541839,21754,HOME BUILDING BLOCK WORD,4,2011-01-23 11:15:00,5.95,17769.0,United Kingdom,23.8,2011,1,January,1,23,Sunday,True,Low,Active,High Risk,Small,13,17,7103.08,1,Regular,0,0
535342,22457,NATURAL SLATE HEART CHALKBOARD ,6,2010-11-25 16:32:00,2.95,14627.0,United Kingdom,17.700000000000003,2010,11,November,4,25,Thursday,False,Low,At Risk,Low Risk,Small,379,1,462.75,0,VIP,1,1
518673,22423,REGENCY CAKESTAND 3 TIER,64,2010-08-10 16:10:00,10.95,14646.0,Netherlands,700.8,2010,8,August,3,10,Tuesday,False,High,Active,Low Risk,Large,2,151,528602.52,3,At Risk,0,0
521365,22088,PAPER BUNTING COLOURED LACE,12,2010-09-05 10:44:00,2.95,14911.0,EIRE,35.400000000000006,2010,9,September,3,5,Sunday,True,Low,Active,Low Risk,Small,1,398,295972.63,3,At Risk,0,0
527397,22685,"FRENCH BLUE METAL DOOR SIGN, 0",2,2010-10-17 13:40:00,1.25,17757.0,United Kingdom,2.5,2010,10,October,4,17,Sunday,True,Low,Active,High Risk,Small,1,56,9422.45,1,Regular,0,0
549245,20727,LUNCH BAG  BLACK SKULL.,2,2011-04-07 12:00:00,1.65,15005.0,United Kingdom,3.3,2011,4,April,2,7,Thursday,False,Low,Active,High Risk,Small,16,56,14106.2,1,Regular,0,0
561894,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2011-07-31 15:00:00,0.42,14456.0,United Kingdom,0.42,2011,7,July,3,31,Sunday,True,Low,Active,High Risk,Small,5,9,3062.4,1,Regular,0,0
580188,23188,VINTAGE  2 METRE FOLDING RULER,4,2011-12-02 12:02:00,1.65,16440.0,United Kingdom,6.6,2011,12,December,4,2,Friday,False,Low,Active,High Risk,Small,8,6,3856.97,1,Regular,0,0
524205,22675,FRENCH KITCHEN SIGN BLUE METAL,12,2010-09-28 10:24:00,1.25,14911.0,EIRE,15.0,2010,9,September,3,28,Tuesday,False,Low,Active,Low Risk,Small,1,398,295972.63,3,At Risk,0,0
525839,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2010-10-07 12:30:00,0.55,13552.0,United Kingdom,13.2,2010,10,October,4,7,Thursday,False,Low,Active,Low Risk,Small,66,22,6978.92,1,Regular,0,0
510438,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",1,2010-05-30 14:13:00,7.95,15916.0,United Kingdom,7.95,2010,5,May,2,30,Sunday,True,Low,Active,High Risk,Small,16,13,3427.17,1,Regular,0,0
526909,47556B,TEA TIME TEA TOWELS ,2,2010-10-13 15:37:00,2.95,16918.0,United Kingdom,5.9,2010,10,October,4,13,Wednesday,False,Low,Active,High Risk,Small,50,16,3213.29,1,Regular,0,0
503543,21836,GINGHAM OVEN GLOVE RED HEART ,1,2010-04-01 14:23:00,3.75,17993.0,United Kingdom,3.75,2010,4,April,2,1,Thursday,False,Low,At Risk,High Risk,Small,617,1,235.19,0,VIP,1,1
580516,22940,FELTCRAFT CHRISTMAS FAIRY,3,2011-12-04 14:15:00,4.25,17954.0,United Kingdom,12.75,2011,12,December,4,4,Sunday,True,Low,Active,High Risk,Small,5,19,3966.05,1,Regular,0,0
496073,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2010-01-28 17:13:00,1.25,13174.0,United Kingdom,7.5,2010,1,January,1,28,Thursday,False,Low,Active,Low Risk,Small,16,12,9494.84,1,Regular,0,0
570597,21773,DECORATIVE ROSE BATHROOM BOTTLE,12,2011-10-11 11:49:00,1.25,16837.0,United Kingdom,15.0,2011,10,October,4,11,Tuesday,False,Low,Active,Low Risk,Small,31,11,3170.98,1,Regular,0,0
536570,22835,HOT WATER BOTTLE I AM SO POORLY,24,2010-12-01 15:35:00,4.25,14496.0,United Kingdom,102.0,2010,12,December,4,1,Wednesday,False,Medium,At Risk,Low Risk,Medium,312,7,2668.23,0,VIP,1,1
491816,20862,PINK PATCH PENCIL CASE BLUE HEART,6,2009-12-14 13:36:00,2.1,14961.0,United Kingdom,12.6,2009,12,December,4,14,Monday,False,Low,Active,Low Risk,Small,11,22,16410.15,1,Regular,0,0
555240,23206,LUNCH BAG APPLE DESIGN,2,2011-06-01 13:07:00,1.65,15039.0,United Kingdom,3.3,2011,6,June,2,1,Wednesday,False,Low,Active,High Risk,Small,10,93,40031.43,2,Loyal,0,0
556247,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-06-09 16:16:00,0.85,15058.0,United Kingdom,8.5,2011,6,June,2,9,Thursday,False,Low,Active,Low Risk,Small,25,16,3410.03,1,Regular,0,0
